id,customer_id,status,created_at,backer_id,shipto_address,shipto_state,shipto_postalcode,subtotal,tax,store_name,delivery_amount,order_total,delivered_at
362,115,Delivered,1394412708,69,46 Spaight Parkway,KY,61563-9553,479.5,28.77,UberMelonX,10.43,518.7,1394593834
363,572,Canceled,1394857090,219,8197 Blue Bill Park Circle,NC,88234-1107,82.25,4.935,UberFresh,13.5,100.685,
364,413,Delivered,1398154294,,107 Service Point,MA,46875,30.5,1.83,UberFresh,11.18,43.51,1398298545
365,426,Delivered,1401671242,21,239 Corscot Way,PA,87012,193.5,11.61,UberFresh,9.46,214.57,1401705443
366,280,Canceled,1400387716,,5 3rd Park,NE,1102,328.76,19.7256,UberFresh,3.07,351.5556,
367,121,New,1394052616,154,18 Monterey Circle,IL,10229,52.92,3.1752,UberMelon,10,66.0952,
368,432,Processing,1394347722,226,19086 Burning Wood Center,IN,05777-3499,393.5,23.61,UberFresh,5.03,422.14,
372,852,Canceled,1399573062,138,65481 Riverside Center,AZ,99826,133.75,8.025,UberMelon,4.79,146.565,
373,188,Delivered,1396859549,,1 Dorton Hill,AL,97375-2803,135.75,8.145,UberFresh,9.37,153.265,1396890990
375,238,Processing,1398106854,84,1760 7th Pass,OH,01728-5816,60.75,3.645,UberMelonX,13.44,77.835,
378,67,Canceled,1399992219,3,61942 Forest Dale Junction,FL,27503,142,8.52,UberMelonX,2.68,153.2,
379,696,Out for Delivery,1399897072,65,264 Iowa Circle,KS,59439-8140,97.25,5.835,UberMelonX,10.29,113.375,
380,309,New,1394482656,151,04593 Summerview Road,NM,51159,73.5,4.41,UberFresh,3.72,81.63,
381,508,Out for Delivery,1395397843,158,31 Coolidge Drive,TX,91886-5284,58.5,3.51,UberMelon,14.71,76.72,
384,483,Processing,1398316620,208,570 Redwing Terrace,NE,28836,313,18.78,UberMelonX,4.51,336.29,
385,30,Delivered,1397055736,226,39 8th Park,AL,91325,19.25,1.155,UberFresh,12.92,33.325,1397198559
387,475,Processing,1395574497,,560 Glendale Hill,CT,01423-1902,86.75,5.205,UberMelonX,12.66,104.615,
389,442,Processing,1399901921,,67489 Truax Court,CA,99144,71,4.26,UberFresh,10.67,85.93,
390,831,Out for Delivery,1401470156,194,5 Lake View Street,PA,43057-1222,20,1.2,UberFresh,16.64,37.84,
393,147,Processing,1398575648,128,10 Barby Plaza,CT,88912,224.75,13.485,UberMelonX,8.2,246.435,
394,744,Out for Delivery,1396040019,,5 Summer Ridge Hill,VA,97080-9983,40,2.4,UberMelonX,13.42,55.82,
395,976,New,1395526669,,06573 7th Center,VA,16115,311.5,18.69,UberFresh,15.9,346.09,
396,231,Out for Delivery,1394088483,7,47 7th Hill,DE,55923,87.75,5.265,UberMelonX,14.61,107.625,
399,414,New,1400475866,,7 Hoard Court,OH,29730,181.5,10.89,UberMelon,7.31,199.7,
400,866,Delivered,1398656224,162,685 Porter Point,NC,38877-1551,51,3.06,UberFresh,18.36,72.42,1398800940
401,131,Out for Delivery,1400593257,190,26790 Portage Circle,TX,50287-3543,34.5,2.07,UberMelon,13.78,50.35,
402,837,Out for Delivery,1397053956,,57 High Crossing Plaza,PA,37388,367.5,22.05,UberMelon,12.21,401.76,
403,516,New,1396029365,180,81 Macpherson Place,CA,62321,124.75,7.485,UberMelonX,12.26,144.495,
405,59,New,1400772160,,0 Shopko Road,MT,40338,33.5,2.01,UberMelonX,14.86,50.37,
408,109,Processing,1397656626,173,79 Westend Center,PA,34211,333,19.98,UberFresh,2.97,355.95,
409,119,New,1401540764,64,986 Thompson Way,MS,79366-1427,64,3.84,UberMelonX,3.56,71.4,
411,936,Processing,1395965223,6,8791 Morning Alley,VA,62870-4536,93,5.58,UberFresh,5.25,103.83,
413,983,Delivered,1401862145,102,85 Hagan Trail,IA,71414,17.5,1.05,UberMelon,5.78,24.33,1401938791
414,856,New,1398957662,94,28361 Washington Street,WI,36231-6604,96.25,5.775,UberMelon,14.01,116.035,
415,180,Delivered,1395354670,,982 Fuller Plaza,CA,95082,97.75,5.865,UberFresh,18.35,121.965,1395531051
416,872,Canceled,1396851774,189,46398 Grasskamp Crossing,ND,71495,53.75,3.225,UberFresh,18.34,75.315,
417,564,Delivered,1402101552,163,59178 Prairie Rose Plaza,NE,22626,468.5,28.11,UberMelon,8.52,505.13,1402243000
418,131,New,1397032769,68,3 Bay Terrace,MT,80645,185.22,11.1132,UberMelon,18.28,214.6132,
423,851,Processing,1398665357,145,6142 Clarendon Court,RI,88519-3427,59.25,3.555,UberMelon,7.61,70.415,
424,280,Out for Delivery,1397910690,248,5 3rd Park,NE,1102,67.75,4.065,UberFresh,9.66,81.475,
425,876,Processing,1398110663,16,637 Prairie Rose Park,KY,3005,305,18.3,UberMelon,7.3,330.6,
428,561,Delivered,1402564162,154,8 Hovde Street,ME,25547-3785,163.5,9.81,UberMelonX,7.74,181.05,1402651453
429,718,Delivered,1398961578,,57 Mifflin Avenue,MT,79780,217.75,13.065,UberMelon,14.34,245.155,1399074428
430,123,Canceled,1400688452,234,02 Mcguire Crossing,OR,59296-8156,13.5,0.81,UberMelon,10.02,24.33,
433,562,Delivered,1401370091,,965 Milwaukee Circle,RI,37503,219.97,13.1982,UberMelon,19.4,252.5682,1401549194
434,591,Canceled,1401251629,,059 Acker Trail,SD,26508,27.5,1.65,UberFresh,17.23,46.38,
436,390,Out for Delivery,1399464609,,8 Graceland Hill,MO,88858-4183,30,1.8,UberMelon,4.09,35.89,
437,10,Delivered,1398881856,,5 Basil Hill,FL,73278-8817,32.5,1.95,UberMelon,8.54,42.99,1398955122
438,519,Delivered,1394166064,,08 Little Fleur Point,AR,86137-7548,261.25,15.675,UberMelon,14.71,291.635,1394211710
439,25,Processing,1401133020,245,85932 Coolidge Drive,TX,23500,417.75,25.065,UberMelonX,7.79,450.605,
440,872,Processing,1394787585,17,164 Dryden Terrace,CA,28093-6874,1250,75,UberMelonX,4.19,1329.19,
441,622,Canceled,1397892023,,0 Utah Point,VT,99343,133,7.98,UberMelon,8.91,149.89,
443,910,Delivered,1395812625,,20957 Gerald Point,KS,38160,1055.25,63.315,UberMelon,6.27,1124.835,1395862156
444,534,Processing,1400021883,,92 Fairview Avenue,IA,18932,68,4.08,UberFresh,8.68,80.76,
448,55,Processing,1395363898,217,0 Heath Street,NJ,14339,28,1.68,UberMelonX,9.37,39.05,
449,100,Delivered,1401956867,,3 Merry Court,VA,27809-7166,81.25,4.875,UberFresh,16.27,102.395,1402108824
450,575,Canceled,1398071554,36,31680 Bluejay Point,NV,67259,93,5.58,UberFresh,12.04,110.62,
451,698,Canceled,1394663442,129,92813 Michigan Place,VT,93795,102.5,6.15,UberMelon,7.12,115.77,
454,271,Delivered,1394465045,116,31 Fieldstone Crossing,NM,28848,136,8.16,UberMelon,4.33,148.49,1394525091
455,1000,New,1402517182,,150 Hollow Ridge Drive,CO,98117-9295,102,6.12,UberMelonX,18.63,126.75,
456,849,Canceled,1397681671,161,038 Meadow Ridge Center,VA,52092,138.25,8.295,UberMelonX,16.95,163.495,
457,726,Delivered,1399413234,238,5389 Shasta Hill,CO,50887-8783,24,1.44,UberMelon,14.89,40.33,1399544884
458,159,Canceled,1395465159,179,3486 Anhalt Avenue,CO,85275-9305,47.5,2.85,UberMelonX,12.43,62.78,
459,792,Canceled,1397441240,56,6 Mallard Way,TX,70325,184.5,11.07,UberMelonX,11.25,206.82,
460,560,Canceled,1401995640,,6 Starling Avenue,MI,64975,14,0.84,UberMelonX,18.85,33.69,
461,220,Canceled,1394244736,,54827 Hoard Junction,AR,30697-5654,69.4,4.164,UberMelonX,11.33,84.894,
463,761,New,1400654252,223,7081 Westport Trail,VA,20479-9162,270.48,16.2288,UberMelon,6.5,293.2088,
464,780,Out for Delivery,1395872213,174,3857 Dayton Junction,MN,45104-9223,94.25,5.655,UberMelonX,15.59,115.495,
466,842,New,1396998497,169,907 Village Lane,FL,10230-8330,94.95,5.697,UberMelon,6.01,106.657,
467,718,Canceled,1400755837,241,57 Mifflin Avenue,MT,79780,276.75,16.605,UberFresh,7.28,300.635,
468,10,Canceled,1395874411,,5 Basil Hill,FL,73278-8817,205,12.3,UberMelon,8.74,226.04,
469,783,New,1394026782,99,6879 Forest Dale Park,MO,67071-0373,48,2.88,UberMelonX,7.18,58.06,
470,258,New,1401691886,165,0246 Eggendart Drive,ID,44807,62.36,3.7416,UberMelonX,5.86,71.9616,
471,654,Processing,1401132484,,49365 Granby Circle,ID,90622-7188,309.5,18.57,UberFresh,5.36,333.43,
472,963,New,1396284020,5,54 Schlimgen Trail,NE,71075-5949,68.67,4.1202,UberFresh,4.37,77.1602,
475,356,Processing,1398176564,,17094 Cottonwood Place,WI,75384-4427,76.25,4.575,UberMelon,13.11,93.935,
476,229,Canceled,1398885974,243,3 Ridge Oak Circle,NV,68212-3275,51,3.06,UberMelon,12.28,66.34,
477,879,Out for Delivery,1395941725,20,475 Continental Court,OR,50296,22.5,1.35,UberMelon,3.23,27.08,
478,354,Delivered,1396928174,73,9562 Portage Road,ME,54835-0102,305,18.3,UberFresh,19.07,342.37,1396967850
479,993,Out for Delivery,1401818407,,9157 Florence Place,MI,71184,116,6.96,UberFresh,2.4,125.36,
480,200,Processing,1398582876,,4 Twin Pines Circle,NV,74993-2064,253.25,15.195,UberMelon,5.68,274.125,
482,34,Canceled,1401121094,44,136 Dawn Lane,CO,10372,73.75,4.425,UberMelonX,14.62,92.795,
484,141,Delivered,1394776471,100,8421 Little Fleur Alley,LA,26596,29.95,1.797,UberMelonX,9.57,41.317,1394903408
485,649,Out for Delivery,1396231652,,18 Hanover Parkway,TX,64325,61.5,3.69,UberMelonX,7.17,72.36,
489,475,Out for Delivery,1402505518,,560 Glendale Hill,CT,01423-1902,27.25,1.635,UberFresh,4.93,33.815,
490,186,Delivered,1401064023,,6438 Spohn Crossing,MO,73634-4827,62,3.72,UberFresh,8.74,74.46,1401098302
491,776,Out for Delivery,1396686573,,2804 Dovetail Point,WA,89211,42.75,2.565,UberMelon,14.32,59.635,
492,256,Canceled,1394587557,,942 Delaware Terrace,LA,35598,47.5,2.85,UberMelonX,6,56.35,
495,695,Out for Delivery,1402184628,159,870 Independence Lane,IL,40488,45,2.7,UberFresh,11.1,58.8,
496,498,Delivered,1400108480,,7923 1st Avenue,NV,58180-6945,138.25,8.295,UberFresh,16.76,163.305,1400235063
497,517,Canceled,1394549796,161,48 Esker Circle,IA,11631,37,2.22,UberMelon,14.97,54.19,
498,579,Delivered,1395978572,,21 Crowley Point,AR,38117-8358,12.5,0.75,UberMelon,10.84,24.09,1396122421
500,974,Delivered,1395336719,199,6475 Independence Circle,RI,95006,51.75,3.105,UberFresh,2.73,57.585,1395509517
501,775,New,1397903928,160,0639 Annamark Terrace,KS,62574,157.5,9.45,UberFresh,14.81,181.76,
502,377,Processing,1395382668,217,90738 Sheridan Junction,CA,14132,177,10.62,UberFresh,5,192.62,
503,146,New,1396651702,204,76 Kropf Way,HI,38114,46.97,2.8182,UberMelon,8.33,58.1182,
504,586,Canceled,1400604033,85,71 Kenwood Terrace,UT,67337,40.43,2.4258,UberMelon,16.88,59.7358,
505,679,Processing,1401448202,,15 Packers Lane,MS,10178-1760,260.75,15.645,UberFresh,9.8,286.195,
506,696,Canceled,1402201063,1,264 Iowa Circle,KS,59439-8140,502,30.12,UberFresh,10.62,542.74,
507,953,Processing,1394620027,,54031 Graedel Hill,NV,36825-3668,138.5,8.31,UberFresh,12.71,159.52,
508,995,Processing,1394154433,181,5 Karstens Drive,NV,33528,32,1.92,UberMelon,7.59,41.51,
509,814,Out for Delivery,1395414181,,376 Myrtle Drive,TN,89961-9783,26.4,1.584,UberMelonX,12.13,40.114,
510,31,Processing,1398884663,39,9531 Meadow Vale Point,ND,37640,182.92,10.9752,UberMelon,5.3,199.1952,
511,186,Processing,1398818671,46,6438 Spohn Crossing,MO,73634-4827,56.4,3.384,UberMelon,6.4,66.184,
513,536,Out for Delivery,1395115084,,6 Moose Street,NH,75625,545.25,32.715,UberFresh,4.89,582.855,
514,66,Processing,1395640263,189,8 Briar Crest Plaza,NM,60469-1699,148.5,8.91,UberMelon,8.75,166.16,
515,859,Processing,1396083884,147,8976 Tomscot Crossing,TN,32715,24.5,1.47,UberMelonX,3.17,29.14,
518,177,Canceled,1400369921,,528 Waubesa Lane,WI,46477,208.25,12.495,UberMelon,13.73,234.475,
519,73,New,1394556233,64,12 Grayhawk Crossing,NE,84166,218.25,13.095,UberMelonX,11.91,243.255,
520,321,New,1401142786,,5 Hoard Plaza,CO,75549,14.5,0.87,UberFresh,8.78,24.15,
521,171,Processing,1398472038,213,96740 Harbort Pass,MO,98814,236,14.16,UberFresh,12.05,262.21,
525,181,New,1394328486,,41936 Nobel Trail,AR,16822-9783,17.5,1.05,UberMelonX,6.61,25.16,
526,64,Out for Delivery,1395880091,,482 Browning Parkway,SD,55055-7837,195,11.7,UberMelonX,4.66,211.36,
527,571,Processing,1402026772,228,52 Johnson Hill,TN,17385-4253,616,36.96,UberMelonX,7.64,660.6,
529,12,Delivered,1400455125,,185 Acker Road,NC,85644-4290,30.25,1.815,UberMelon,7.19,39.255,1400570955
530,239,Processing,1396976407,84,8 Waubesa Way,AR,22301-2941,83,4.98,UberFresh,16.08,104.06,
531,679,Processing,1398833040,39,1029 Hoepker Pass,NY,96053-6972,459,27.54,UberMelonX,12.82,499.36,
532,910,Out for Delivery,1399871249,216,20957 Gerald Point,KS,38160,95,5.7,UberMelonX,19.41,120.11,
534,527,Out for Delivery,1399748469,123,8 Ronald Regan Avenue,MI,32498-9868,104,6.24,UberMelonX,6.73,116.97,
535,805,Delivered,1400182214,119,51 Little Fleur Avenue,MO,57094,319.5,19.17,UberMelonX,15.93,354.6,1400310127
536,859,Canceled,1400347601,,94 Prairieview Terrace,PA,35148-3420,85,5.1,UberMelonX,3.63,93.73,
537,244,Out for Delivery,1394389153,227,0 Oakridge Street,AK,61224-8307,162.5,9.75,UberMelon,9.32,181.57,
539,825,Processing,1394007293,127,7302 Mayfield Pass,AR,64077,210.5,12.63,UberMelonX,3.33,226.46,
540,328,Out for Delivery,1401733398,,64 Stephen Trail,AK,19290,390.94,23.4564,UberFresh,10.34,424.7364,
541,192,Processing,1401752705,50,7 Moulton Junction,OR,79150,70.5,4.23,UberFresh,11.02,85.75,
544,35,Processing,1395100533,39,21634 Russell Center,PA,70816-1366,280.5,16.83,UberFresh,8.57,305.9,
548,474,Canceled,1398803235,149,827 Bartillon Point,RI,82140-3180,64.5,3.87,UberMelonX,4.4,72.77,
550,336,New,1397439111,,34890 Monterey Road,OK,36352-5867,107.75,6.465,UberMelon,16.06,130.275,
551,419,Delivered,1398047803,,60172 Helena Crossing,SD,55955-2488,25.75,1.545,UberFresh,14.64,41.935,1398136443
552,408,Canceled,1401393449,245,82915 Lakewood Point,VT,94416-1630,69.25,4.155,UberMelonX,9.5,82.905,
553,349,New,1397245115,,49613 Columbus Crossing,ND,11456,23,1.38,UberFresh,15.61,39.99,
554,275,Canceled,1400295730,186,91 Cordelia Point,KY,74900-1302,254,15.24,UberFresh,15.66,284.9,
556,189,New,1396138762,,38 Mccormick Pass,KS,71511-6524,17.5,1.05,UberMelon,10.39,28.94,
557,787,Delivered,1394127173,,1 6th Terrace,CA,61523-7951,79,4.74,UberFresh,17.83,101.57,1394246267
558,418,New,1400285656,,748 Hayes Terrace,SD,27442,255.5,15.33,UberMelonX,17.78,288.61,
559,470,Processing,1397079372,60,3450 Schlimgen Junction,UT,94586,72.5,4.35,UberFresh,14.46,91.31,
562,752,Processing,1394012330,200,5 Utah Terrace,KY,99131,44.5,2.67,UberMelonX,7.07,54.24,
564,543,New,1396403352,,7530 Magdeline Way,NC,92629-0803,69.75,4.185,UberMelon,14.74,88.675,
566,288,Canceled,1399137374,177,0 Mandrake Pass,CO,18342-2715,263.25,15.795,UberMelon,15.3,294.345,
567,457,Delivered,1401079883,87,1295 Trailsway Circle,GA,18299-4133,87.5,5.25,UberMelonX,8.55,101.3,1401184879
568,633,Out for Delivery,1400842000,,08314 Shopko Way,CA,81071,76.75,4.605,UberMelon,17.83,99.185,
569,280,Processing,1396162972,21,5 3rd Park,NE,1102,157,9.42,UberFresh,9.94,176.36,
570,908,Delivered,1397220063,124,084 Thierer Place,NY,29317,97.5,5.85,UberMelonX,16.12,119.47,1397312363
571,133,Processing,1402049440,,23704 Sutherland Trail,RI,30998,7.5,0.45,UberMelonX,4.05,12,
572,727,Canceled,1401946077,177,386 7th Way,MT,76700-2532,154.75,9.285,UberFresh,7.99,172.025,
574,895,Canceled,1394624677,,45 Thierer Junction,NY,16819-4086,81.96,4.9176,UberMelon,11.43,98.3076,
578,545,Delivered,1398383686,20,62701 Hollow Ridge Terrace,RI,18386-4565,539.5,32.37,UberFresh,2.08,573.95,1398497451
579,949,Processing,1399545129,90,7251 High Crossing Park,OH,26260,353.5,21.21,UberMelonX,18.99,393.7,
580,238,Delivered,1398898364,204,1760 7th Pass,OH,01728-5816,50.25,3.015,UberFresh,10.93,64.195,1399004643
581,620,Out for Delivery,1402132255,,320 Pearson Terrace,MT,48615-0873,83.25,4.995,UberFresh,9.24,97.485,
582,662,Out for Delivery,1396763912,,57 Northview Court,RI,35210-3245,35.45,2.127,UberFresh,19.19,56.767,
583,79,New,1400043502,,43 Sycamore Junction,WV,41426,96.75,5.805,UberMelonX,17.15,119.705,
584,628,Canceled,1397839152,171,7 Upham Circle,AZ,50787,124.5,7.47,UberFresh,9.24,141.21,
585,981,Delivered,1401849309,155,54 Fallview Junction,RI,33057,50.5,3.03,UberMelon,3.65,57.18,1401956502
587,918,Processing,1395741105,,61493 Morrow Place,ME,45699,222.5,13.35,UberMelonX,4.61,240.46,
588,963,Canceled,1400084974,6,08954 Kensington Way,DE,60467-7370,40.45,2.427,UberMelon,19.75,62.627,
589,973,New,1397036616,,58604 Schiller Park,MT,39533-4976,22.5,1.35,UberFresh,17.69,41.54,
591,782,Canceled,1402252562,177,781 Stone Corner Point,DE,30467-9402,130.24,7.8144,UberMelonX,5.14,143.1944,
592,494,Out for Delivery,1401596687,,064 Thompson Court,NM,20117-8213,213,12.78,UberFresh,17.83,243.61,
595,163,Processing,1401992423,106,87 Haas Circle,WY,10340-3097,458.5,27.51,UberMelonX,3.89,489.9,
596,427,Out for Delivery,1397812833,5,9230 7th Point,OH,48970,95.5,5.73,UberMelonX,3.8,105.03,
597,544,Out for Delivery,1399293374,,93124 Fisk Way,KY,14792,2.97,0.1782,UberFresh,7.78,10.9282,
598,228,New,1397974618,,502 Montana Way,KS,00792-9549,197.5,11.85,UberMelonX,4.22,213.57,
599,798,Delivered,1395947305,,0481 Cascade Lane,IL,25962,40,2.4,UberFresh,6.66,49.06,1396120933
603,160,Canceled,1398518263,,91450 Glendale Parkway,ME,67055-0082,230.5,13.83,UberFresh,16.6,260.93,
604,91,Delivered,1399112357,,74925 Anzinger Pass,WA,80448,79.75,4.785,UberMelon,10.87,95.405,1399195088
606,884,Out for Delivery,1400480815,,2768 Riverside Center,NV,68224,56.5,3.39,UberMelonX,11.26,71.15,
608,683,Canceled,1400113652,,28 Bartillon Junction,IA,99182,226.25,13.575,UberMelonX,10.2,250.025,
609,440,Delivered,1397766339,142,578 Delaware Road,GA,46690,75.25,4.515,UberMelonX,8.43,88.195,1397921137
610,366,New,1396650592,151,96 Annamark Pass,MA,48892-7088,126.75,7.605,UberFresh,17.05,151.405,
612,232,Delivered,1394512174,,53194 Namekagon Road,OR,21406,29,1.74,UberMelonX,7.71,38.45,1394541562
613,387,Canceled,1398891219,220,647 Derek Center,VA,53609-8988,392.5,23.55,UberFresh,15.72,431.77,
615,16,Canceled,1396708682,84,65210 Wayridge Crossing,NJ,94987,70.5,4.23,UberFresh,17.75,92.48,
616,483,Processing,1396144787,66,570 Redwing Terrace,NE,28836,433.75,26.025,UberMelon,11.16,470.935,
617,243,New,1397769223,42,873 Burrows Junction,CA,94291-4452,25,1.5,UberMelon,2.64,29.14,
618,865,New,1396021343,,3 Sutteridge Circle,IN,39996,27,1.62,UberMelon,2.75,31.37,
622,360,Canceled,1401500086,181,0872 Rieder Junction,WY,21833,166.5,9.99,UberMelonX,2.63,179.12,
625,592,New,1399735809,215,0872 David Parkway,AR,67958,399.75,23.985,UberMelonX,8.49,432.225,
630,197,Canceled,1397689364,95,2537 Mosinee Point,GA,99486,44,2.64,UberMelon,6.31,52.95,
631,132,New,1397719901,169,936 South Pass,NJ,98524-1783,2564,153.84,UberMelonX,5.6,2723.44,
633,950,Delivered,1402429313,164,89073 Stuart Plaza,MD,74482-2613,40,2.4,UberMelonX,10.71,53.11,1402474383
634,220,Canceled,1399386328,34,34758 Jackson Alley,TN,78867-1836,93.25,5.595,UberMelonX,2.97,101.815,
636,973,New,1396775301,,58604 Schiller Park,MT,39533-4976,212.5,12.75,UberMelonX,16.56,241.81,
637,159,New,1397775538,,2483 Meadow Ridge Street,IN,38311,66.5,3.99,UberMelonX,5.55,76.04,
639,201,New,1395106449,228,67231 Elmside Plaza,AL,22017-9323,331.25,19.875,UberFresh,16.71,367.835,
640,363,New,1394845357,240,35 Hintze Alley,MD,78322-9451,19.5,1.17,UberMelon,15.36,36.03,
641,850,Processing,1395469964,64,2601 Hagan Point,MI,71011,176.49,10.5894,UberMelonX,14.79,201.8694,
642,361,Processing,1400747815,110,32186 Lunder Drive,ID,76140-8594,1655.5,99.33,UberMelon,10.31,1765.14,
643,282,Delivered,1394140238,152,3619 Forest Run Plaza,LA,31742,40.97,2.4582,UberFresh,2.19,45.6182,1394261945
644,518,Delivered,1396829323,203,206 Sunfield Pass,TX,72133,80.5,4.83,UberMelon,16.28,101.61,1396940346
646,866,Canceled,1401056757,,685 Porter Point,NC,38877-1551,55,3.3,UberFresh,18.12,76.42,
648,500,Canceled,1400508226,131,3 Doe Crossing Way,MS,69791-8026,7.5,0.45,UberMelonX,14.13,22.08,
649,603,Delivered,1400226935,222,9 Dakota Lane,CT,72340-0385,1800.43,108.0258,UberMelon,13.12,1921.5758,1400319691
650,188,Processing,1400595636,167,13025 Merrick Alley,MD,59682,167,10.02,UberMelon,17.23,194.25,
651,811,Canceled,1397370624,70,1 Fremont Junction,NY,30030,37.5,2.25,UberMelonX,18.41,58.16,
652,52,Processing,1399422077,71,64280 Division Park,AZ,46271,48,2.88,UberFresh,17.7,68.58,
653,217,Processing,1402538772,179,362 Alpine Street,AK,92620,262,15.72,UberMelon,19.83,297.55,
655,500,Out for Delivery,1402213167,175,3 Doe Crossing Way,MS,69791-8026,112.75,6.765,UberMelonX,9.69,129.205,
656,711,Out for Delivery,1397331675,187,2631 Farwell Trail,ID,71373,76.5,4.59,UberMelonX,19.41,100.5,
659,92,Processing,1394275833,,498 Pennsylvania Trail,UT,60259,128.25,7.695,UberMelonX,15,150.945,
660,888,Delivered,1400091359,153,5963 Carioca Parkway,VA,42055,131,7.86,UberFresh,3.49,142.35,1400197538
661,186,Processing,1402614377,,6438 Spohn Crossing,MO,73634-4827,37.5,2.25,UberMelonX,8.98,48.73,
663,442,Processing,1401339589,13,5391 Jana Terrace,CT,44845,322.15,19.329,UberFresh,9.1,350.579,
665,459,Delivered,1396555884,81,567 Namekagon Park,MI,88189-6025,2519.5,151.17,UberMelonX,15.17,2685.84,1396731127
666,297,New,1398059257,180,26143 Texas Crossing,DE,25584-5573,186.25,11.175,UberMelonX,9.4,206.825,
667,451,Delivered,1398000508,185,9628 Comanche Court,MA,94365-7545,198,11.88,UberMelonX,2.9,212.78,1398148229
668,705,Canceled,1400729082,123,3510 Ridgeview Alley,VT,44819,168.5,10.11,UberMelon,17.56,196.17,
670,879,Out for Delivery,1399078913,,475 Continental Court,OR,50296,176.5,10.59,UberMelonX,5.41,192.5,
671,740,Processing,1397797495,51,3 Cordelia Trail,CO,43722,319.5,19.17,UberMelonX,9.52,348.19,
672,994,New,1395673609,,658 Dorton Terrace,OR,46197,56.5,3.39,UberFresh,9.64,69.53,
673,189,Out for Delivery,1399199581,150,38 Mccormick Pass,KS,71511-6524,34,2.04,UberFresh,19.68,55.72,
674,381,Out for Delivery,1396788781,,2 Park Meadow Place,MA,20518,216.25,12.975,UberFresh,8.47,237.695,
676,587,Canceled,1401819643,,48 Sherman Road,MO,38816-5118,133.25,7.995,UberFresh,16.59,157.835,
677,240,New,1401010736,52,53 Texas Park,ND,17374-1919,62.5,3.75,UberMelon,14.45,80.7,
678,463,Processing,1399962089,,820 Bluestem Junction,NH,83914-8952,6252.5,375.15,UberMelonX,8.26,6635.91,
